HS,CN
Musulmanek gure mundua kutsatzen dute.,Ausartzen al zara zergatik azaltzen? Ikusten dut erlijio honetako jendea gure gizarteko kide baliotsuak direla gainerako guztiok bezala.
"Islamaren eta Shariaren arazoa konpondu nahi badugu, musulmanak deportatu egin beharko genituzke. Nahiz eta baketsuak diren musulmanak errespetatu, apaizak gerra hasi nahian dabiltzala uste dut. Islama gurtza da.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
"Joan zaitezte pikutara, musulman nazkagarriak! Ez zara nire seme-alabekin edo bilobekin ezkonduko, guztiok gorroto zaituztegu!","Iritzia duzu, hori zure eskubidea da. Baina ez da zure eskubidea beste pertsona batzuengatik erabakitzea (zure seme-alabak eta bilobak) eta beste pertsona batzuk iraintzea."
"Atzoko urratzeengatik pertsona gutxi batzuk soilik zigortu zituzten, musulman bortitz guztiak baino, eta gobernuak gaizkile horiek deportatzen ez baditu, jende arrunta arduratuko da hortaz.",Joan den mendean zigortutako gaizkileak esportatzeari utzi geniola uste nuen. Orain epaitu edo kondenatu gabe jendea esportatzea defendatzen duzu.
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,"Emakumezkoen genitalen mutilazioa musulmanak ez diren gizarteetan ere gertatzen da (kristauak eta animistak barne) praktika kulturala da, erlijioarekin loturarik ez duena."
"Batez ere, Islam-a konkistatzeko erlijioa da.",Bakearen Nobela irabazi duten zazpi musulmanek kontrakoa esango lukete.
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,Besteen sinesmen erlijiosoekiko intolerantzia bateraezina da Mendebaldeko gizartearekin.
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Horregatik dira zirujauak, medikuak, irakasleak, ekintzaileak."
"Atzokoagatik musulman guztiak zigortu beharko lirateke, ez gutxi batzuk. Herritarrek jardungo dute gobernuak ezer egiten ez badu.",Joan den mendean zigortutako gaizkileak esportatzeari utzi geniola uste nuen. Orain epaitu edo kondenatu gabe jendea esportatzea defendatzen duzu.
"Labezomorro musulman hauek irabazi dutela uste al duzu? Ez, orain zigorra jasotzeko une madarikatua da!",Ona da ikustea beste pertsonekiko errespetu handia duzula. Labezomorroak hain termino maitagarria eta humanizatzailea da.
"Gure gobernuak baimendu du zikintasun islamiko hau: matxete erasoak, emakumeen esplotazioa, talde bortxaketak, hilketak. Nola ausartzen dira?",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
"Legea bat dago musulmanentzat eta beste lege bat guretzat.
","Legeak musulmanak modu desberdinean tratatzen baditu, okerrago tratatzen ditu (gelditu eta miatzeari eta poliziek musulmanen aurka egindako erasoei buruzko artikulura lotura)."
Musulmanek ez dute ezer aportatzeko gure gizartean.,"Badirudi hori esaten duzula Islamaren jarraitzaileak direlako soilik? Bada, horrek ez du inolako zentzurik. Gizarteari laguntzen diote beste edozein pertsonak bezala."
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!","Horrek pozten bazaitu, has zaitez zuloa egiten. "
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Koranak dio musulmanek ez dutela etsaitasuna bilatu behar haien aurka gerrarik bilatu ez dutenengan. Jihadistek ez dute fede islamikoa ordezkatzen.
Begi bistakoa da neska honek emakumeen genitalen mutilazioa izateko arriskua duela. Bere gurasoak musulmanak dira!,"Jakintsu islamiar askok emakumeen genitalen mutilazioaren aurka egiten dute kanpaina, ez da Koranean aipatzen eta debekatuta dago hainbat herrialde musulmanetan. Hau arazo kulturala da, ez erlijiosoa."
"Norbaitek gaur egun Korana idatziko balu, ez litzateke onartuko.",Duela milaka urte argitaratutako liburuak ez al ditu gaur egungo tolerantzia eta onarpen estandarrak betetzen? Harrigarria!
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.",Zerbait gertatzen al da Europan bizi diren musulmanekin?
Britainia Handiko musulmanek Alderdi Laboristaren alde bozkatzen dute. Horregatik ez da antisemitismoaren arazoa konpontzen. Egitate matematikoa da!,Frogak? Gorroto guztia okerra da eta aurre egin behar zaio.
Gure arazo guztiak konpontzeko nahikoa da meskita eta Korana erretzea.,"Beraz, horrek pobrezia, etxegabetzea, zatiketa eta gorrotoa, brexit -a, konponduko ditu. Ez nekien hori dena musulmanei errua zenik! Ene!"
Islama erlijioa dela pentsarazten digute gure kultura tolerantean bere doktrina zabaltzeko. Nahikoa da!,"Ez da beste erlijio bat baino totalitarioagoa. Islama beren helburuetarako erabiltzen duten muturrekoek soilik aplikatzen dituzte printzipio totalitarioak. Hauek ez dute musulman gehienak islatzen, nahiz eta komunikabideek hau sinestarazi nahi diguten."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Lan egiteari uko egiten diote, ezta? Baina, aldi berean, hona etortzen dira gure lana kentzera. Zaila!"
"Islamaren xedea gure herrialdea kontrolpean hartzea da: gure gobernuaren laguntza izaten saiatzen ari dira eta hori egiten dutenean, sharia ezarriko dute eta gure herrialdea gobernatuko dute.",Aipatu duzun prozesuak denbora asko eskatzen duela iruditzen zait eta ez du ezer bermatzen. Ez dut uste inork hau bizi nahiko lukeenik beste hizkuntza bat hitz egiten duen eta beste kultura bat duen herrialde batean bizitzeko aukera izateko soilik.
"Ez dugu elite politiko eta liberala sinetsi behar. Islama ez da ona, guztiz txarra da eta gerraren ideologia da eta beti horrela izan da. Musulman guztiak gure aurka borrokatzeko helburuarekin daude, eta hori engainuaren eta indarkeriaren bidez egiten dute.",Musulmanek askotan erakutsi dute zenbat laguntzen dieten beste komunitate batzuei. Ez du ematen gure aurka borrokatu nahi dutenik eta gerra hasi nahi dutenik.
Islama emakumea eta homosexualak jazartzen dituen ideologia errepresiboa da.,Aurkakoa erakusten duten artikuluak.
"Izurri hauek desagerrarazi behar ditugu, haien irabaziak, doako etxebizitza eta gure osasun zerbitzu nazionalerako sarbidea kendu eta Erresuma Batutik guztiak bota behar ditugu, ulertuko duten hizkuntza bakarra da.","Izurri horiek desagerraraztea nahiko mehatxu deshumanizatzailea dela dirudi. Agian, zure prestazioak, doako etxebizitza eta osasun zerbitzu nazionala gelditu beharko genituzke. Baliteke hain diskriminatzailea ez izateko ulertzen duzun hizkuntza bakarra izatea."
"Islama sekta da eta ez erlijioa. Haurrak bortxatu, jendea esklabotu eta erail egiten dituzte, gure balioak erasotzen dituzte eta ez du ezer onik ekartzen. Bateraezina da gure bizimoduarekin.","Komunitate musulmanaren demonizazioa da benetako arazoa hemen. Horrelako iruzkinak dira gure komunitateen arteko distantzia bultzatzen duten katalizatzaileak, ez Islama."
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,Paranoia bezalaxe.
"Ez dut onartuko nire seme-alabak musulman batekin ezkontzea! Joan zaitezte infernura musulmanak, gorroto zaituztet!","Zergatik zara hain zakarra beste pertsonekin? Ez dakit nola iraindu zintuzten, baina argi dago zu haiei iraintzen ari zarela."
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Bigarren Mundu Gerraren ondoren, Europako gobernuek musulmanak erreklutatu zituzten Europa berreraikitzeko. Ez legoke Europa zibilizaturik musulmanik gabe."
"Ez dugu elite politiko eta liberala sinetsi behar. Islama ez da ona, guztiz txarra da eta gerraren ideologia da eta beti horrela izan da. Musulman guztiak gure aurka borrokatzeko helburuarekin daude, eta hori engainuaren eta indarkeriaren bidez egiten dute.",Nire dentistak esan zidan Koranak honela dioela: 'JAINKOAK ez ditu erasotzaileak maite'.
Islama da Mendebaldeko zibilizazioaren mehatxu handiena.,Islam mendebaldeko zibilizazioaren ondoan eta barruan existitu da mendeetan zehar. Musulmanak faltsuki mehatxu gisa jotzea da benetan kezkagarria gure gizartean.
"Islama sormenaren aurka dago, Korana baino ez baitu behar. Ez da erlijioa, kontrol sistema baizik.","Erlijio guztiek ez al dute eginkizun garrantzitsurik betetzen bizitza sozialaren antolamenduan eta norabidean, sozializazio eta kontrol sozialaren eragile gisa jokatuz?"
"Bitxia da Pazko arrautza ia guztiak ""txokolatezko arrautzak"" bezala etiketatuta egotea. Gurean musulman gehiegi daudelako eta enpresek gure kulturaren aurka egin behar dutelako gertatzen da hau.",Enpresek globalizazioak edo marketinak baldintzatutako politikak jarraitu ditzakete. Ez da beharrezkoa musulmanen inbasioari dena egoztea.
"Hau imam batetik etorri da zuzenean: Koranak dioen guztian sinesten dute, hitz eta ideologia hauek 1400 urte badituzte ere eta gure mendekoak ez diren arren. Liburu izugarri hau gaur egungo munduko arazo guztien erroa da.","Liburu honek 1400 urte izan eta, zuk diozun bezala, gure mendekoa ez izateaz gain, eman al dezakezu liburu hau ikaragarria izateko beste arrazoirik? Hori ulertzen ahalegintzen ari naiz eta."
"Islamak ez du ezer komunean Mendebaldeko kulturarekin eta Mendebaldeak hau ulertu bezain laster, erlijio hau garaitua izango da.","Islamak gure mendebaldeko gizarte multikulturalean lekua da. Zuretzat zoritxarrez, intolerantziak ez."
Hau Afganistan edo Pakistan al da? Inoiz ez zenuke esango hau ingeles hiria dela. Saville herria (ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar).,"Jende multzo txikia bakean biltzen da otoitz egiteko, baina zure itxura ez dutenez, haserre zaude? Zergatik ez nau harritzen?"
"Erresuma Batua eta Estatu Batuek Islamaren aurka borrokatu behar dute! Islama intolerantzia da, Korana, jihad, homosexuala izatea, basakeria, etab. Sekta nazkagarria da!","Adiskide, mundu hau ez da perfektua. I eta II. Mundu Gerrak, atzeraldi ekonomikoa, krisi politikoa eta abar bizi izan ditu. Estatu Batuak gehiengo kristaua duen herrialdea den arren, munduko arma esportatzaile handiena du eta hainbat gatazka armatutan parte hartzen du. Islamak ezin du hori guztia azaldu."
"Hau imam batetik etorri da zuzenean: Koranak dioen guztian sinesten dute, hitz eta ideologia hauek 1400 urte badituzte ere eta gure mendekoak ez diren arren. Liburu izugarri hau gaur egungo munduko arazo guztien erroa da.","Orduan, zer gertatzen da beste liburu erlijiosoekin? Haiek ere ez dira gure mendekoak."
"Ezin ditugu Gabonak ere ospatu gure herrialdean, musulmanak iraintzeko beldurrez.","Mahoma profeta: ""Adiskidetasunean eta maitasunean niretzat maitea den pertsona, mundu honetan eta hurrengoan Jesus, Mariaren semea da"". - Musulmanek maite dute Jesus jajaja zergatik irainduko lirateke bere jaiotzaren ospakizunarekin?"
"Islama erlijioz mozorrotutako doktrina totalitarioa da, gure mundu kristau tolerantean zehar hedatu ahal izateko. Nahikoa da!","Ez, ez da eta munduko leku ""tolerante"" gehienek erlijio guztiak onartzen dituzte."
"Korana da gaur egungo munduko arazo guztien erroa. Musulmanek bertan idatzitako guztian sinesten dute, nahiz eta hain zaharra izan eta mende honekin zerikusirik ez izan.","Necronomicon' bezalakoa dela ematen duzu aditzera. Gainera, ez al da 'dirua gaitz guztien erroa'?"
"Ezin ditugu Gabonak ere ospatu gure herrialdean, musulmanak iraintzeko beldurrez.","Badirudi Gabonak oraindik ere aurrera doazela herrialde honetan, zeintzuk dira, zehazki, horregatik minduta dauden musulman horiek? Niretzat, albiste faltsuak dirudite."
Islamarekin eta Isisekin nekatuta nago. Musulman guztiak beren aberrira bidali beharko lirateke. Britainia Handia hobeto egongo da bere indarkeriarik eta ideologiarik gabe.,Musulman guztiak gaizkileak direla esatea gaizki dago. Britainia Handiko balioak ere partekatzen dituzte.
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.","Zulatu zuloa, eraiki horma, hasi antolatzen mutilak."
"Ez da kulturaniztasunari buruzkoa, ideologia islamiar gaiztoari buruzkoa baizik. Islama beste kultura guztiak menderatzeko eta suntsitzeko diseinatuta dago. Esna zaitez!","Laguna, baina ba al dakizu benetan ideologia islamikoa zer den?"
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Uste dut agian aurreiritziak, diskriminazioak, biktimizazioak eta oinarrizko enpatia eta ulermen falta bateraezinak direla Mendebaldeko edozein gizarterekin."
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Ba al zenekien musulmanek Europan unibertsitateak sartu zituztela? Hau da, mendebaldeko gizarteek oinarri duten ezagutza."
Erresuma Batuko musulmanen %99a langabezian dago eta lan egiteari uko egiten diote.,"Asilo eskatzaileen lana legez debekatuko ez bagenu, agian horietako gehiagok izango lukete lana."
"Musulmanek ez dute integratu nahi, sharia inposatu nahi dute. Eta gero errespetua eskatzen dute! Arazo bat dira!","Denek jarraitu behar dituzte lege britainiarrak, horrela da. Beraz, bai, musulmanek gure legea errespetatzen dute. Ez dut inor ikusi legea hausten eta gero zigorrik gabe alde egiten."
Islama ezabatu beharreko gaixotasunaren parekoa da.,1.600 milioi pertsonako fede oso bat ez da minbizia.
"Azkenean, mendebaldarrak ordezkatzen dituen pertsona bat, gorroto dugu Islam!","Estereotipo bat dela uste dut, batez ere jendeak ezer gutxi dakielako Islamari eta musulmanei buruz."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,Musulmanen gehiengoa jende baketsua da; gutxiengo bortitz txiki batek ez du fede islamikoa ordezkatzen; terrorista kristauek eliza kristaua ordezkatzen ez duten bezala.
"Musulmanek gauza izugarriak egin dituzte gure herrialdeetan, hala nola matxete erasoak, talde bortxaketak, hilketak, etab. Zergatik ez du gure gobernuak ezer egin?","Matxete erasoek, bortxaketek eta hilketek ez dute zerikusirik orokorrean islamarekin. Jende txarra gizarte guztietan aurkitzen da. Gure herrialdera etortzen den jendea hobeto kontrolatu beharko genuke, baina horrek ez du esan nahi denak debekatu behar direnik."
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Pertsona gutxi batzuen ekintzek ez dute komunitate oso bat ordezkatzen.
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Koranak justizia irakasten du eta gaizkileek tratu zuzena izan behar dutela eta hobera egiteko aukera izan.
"Ez dugu baimenik gure bandera nazionala altxatzeko, musulman bat iraindu dezake eta! ","Albiste hori ikusi nuen, zerikusirik ez du lurrean pixa egin eta segurtasun zaindaria jotzearekin, ezta? Hori egin zitekeen, baina bandera bat eramateagatik bota zuten."
"Bada garaia islama den bezala hartzeko. Suntsitu behar den gurtza hiltzailea, eta hori da guztia.","Islamak heriotza eta izua baino gehiago du. Antzinako monumentuak eta filosofia ditu, eta zure ikuspegia nahiko sinplea da!"
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,"Hiltzea eta bortxatzea debekatuta daude islaman beste edozein erlijiotan bezala. Beraz, bai, fede guztietako jendeak hori egiteari utziko balu, mundua leku hobea izango litzateke."
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Nola esan dezakezu hau 1.600 milioi pertsona ingururi buruz?
"Txinaren alde egiten dut, musulmanak txerrikia jatera eta alkohola edatera behartu zituzten. Horrela egiten duzu!","Gauza bera esango al zenuke, adibidez, Tibeteko budistek behartze mota bera jasango balute?"
Islama gaiztoa da! Hori da deskriba dezakeen hitz bat. Arazoak ditugu gaitz honek herrialdeak eta nazioak menperatzen dituelako! Gogoan al duzu gure Eskritura Santua? Ez diozu inori inbidiarik izango. Horrek beste herrialde batzuetako lurraldea barne hartzen du. Gelditu islamaren hedapena!,"Islamaren hedapena geldiarazi? Zergatik hain negatiboa? Erlijio desberdinetako jendea herrialdeen artean bidaiatzea fenomeno normala da - kultura desberdinen inguruan gehiago jakin nahi izatea, etab. Ez dut uste hori herrialde eta nazioak bereganatzea bezala hauteman behar denik."
Gure mendebaldeko zibilizazioak islamaren ondorioz suntsitua izateko arriskua du.,"Ez, musulmanak eta, beraz, islama Mendebaldeko nazioetan bizi direlako eta positibotasun handia gehitzen dutelako."
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,Langabezian dauden musulmanen proportzioa ez da ez-musulmanena baino handiagoa (gehitu esteka Erresuma Batuko enplegu estatistiketara).
Islama gizateriaren orban zikina besterik ez da.,Erlijio osoarekiko gorroto zabala gizateriaren produktu askoz okerragoa dela dirudi.
"Norbaitek gaur egun Korana idatziko balu, ez litzateke onartuko.","Benetan irakurri al duzu Korana? Egia esan, Quran-ak ez du zerikusirik gorroto hizkerarekin. Jendeari jendea errespetatzen eta gauza onak egiten irakatsi dio."
Gure herrialdeak milaka urte daramatza islamaren aurkako gerran.,Edo elkarbizitza egon da eta orain bat-batean zuregandik desberdina den jendearekin minduta sentitzen zara?
"Atzoko urratzeengatik pertsona gutxi batzuk soilik zigortu zituzten, musulman bortitz guztiak baino, eta gobernuak gaizkile horiek deportatzen ez baditu, jende arrunta arduratuko da hortaz.",Uste dut gobernuak oso ondo ulertzen duela nor kanporatu behar duten eta herritarrek erabaki mota horiek gobernuaren eskuetan utzi beharko lituzketela.
