HS,CN
El Islam es una religión incompatible con los valores,¿A que nivel? ¿De verdad conoces los valores de la República donde el Islam comienza conociendo el lema? Eso es todo dicho y hecho.
El velo islámico es la demostración del Islam político.,"El velo es una prenda como cualquier otra, el laicismo no impone ninguna forma de vestir, pero predica el respeto a todos y protege la libertad de todos en esta elección."
Uno de los muchos violadores paquistaníes. Deberíamos extraditarlos de nuestro país.,Suena como un sentimiento anti-migrante falsamente informado provocado por una cobertura mediática sesgada.
Los musulmanes no aportan ningún valor a nuestra cultura.,"A menos que considere gastar más de 20 mil millones de libras por año, siendo de los que más donan a caridad, crear un tercio de las pequeñas y medianas empresas en Londres y eso sin contar la contribución internacional."
"Nuestros niños están siendo alimentados a la fuerza con estas tonterías del ""Islam"" en las escuelas. Esto es una vergüenza.","Aprender y respetar todas las religiones, incluido el Islam, no es una tontería."
No se nos permite celebrar la Pascua como una fiesta cristiana por temor a ofender a los musulmanes.,Esto no es verdad.
Las mujeres con velo no trabajan. Están encerradas en casa.,Conozco a una congresista estadounidense que no estaría de acuerdo contigo.
Los musulmanes odian a cualquiera que no sea musulmán.,Esto es falso. Y los textos lo demuestran.
Los musulmanes son todos terroristas.,La generalidad siempre está mal.
Los musulmanes son todos terroristas.,"El Islam es una religión de paz, les guste o no a los terroristas."
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"Si bien los periódicos tienden a buscar un vínculo entre la presencia de ciudadanos extranjeros y el aumento de enfermedades, creo que deberíamos ser más cautelosos porque ninguna investigación muestra este vínculo."
Los musulmanes obligan a sus hijos a ayunar durante el Ramadán.,Es por su propósito religioso.
El Islam es una religión incompatible con los valores,"Si es intolerante, entonces sí."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,¿Les hiciste la pregunta o es una reflexión personal?
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,"Todo extremismo causa odio, incluso los racistas odian a quienes no son como ellos."
"Quieren conquistar el mundo, tenemos que defender Italia haciéndolos explotar antes de que ellos nos hagan explotar a nosotros.",La idea de hacer volar a alguien por los aires es una locura.
Se está produciendo una verdadera invasión islámica.,¿En qué datos se basa esta afirmación?
Otro violador de Pakistán. Deberíamos deportarlos a todos de regreso a su repugnante país.,"De hecho, esos violadores o criminales son deportados de regreso a sus propios países después de que terminan sus sentencias."
Los musulmanes son todos terroristas.,Casi todos los musulmanes viven en paz con otras religiones.
"La única lealtad real de un musulmán es a Allah (como un comentario en relación con la elección para un cargo público, etc.)","Cualquier persona de (cualquier) fe entendería que nuestra responsabilidad hacia la tolerancia, la paz y la justicia es primordial. Si tienes fe, me sorprende que la cuestiones."
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,¿Ya olvidaste cómo empezó la Segunda Guerra Mundial? Por pensamientos como los tuyos.
Tu velo es un ataque contra mí.,Mi velo no tiene nada que ver contigo.
El Islam es solo un culto a la luna disfrazado de religión.,Un 'culto' bastante impresionante ha producido 12 premios Nobel.
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.",Esto no es verdad. ¿Cómo se puede decir eso de unos 1.600 millones de personas?
"Las bandas musulmanas de violación se han extendido por Telford, Rotherham, Rochdale, Oxford, Newcastle, por todas partes. ¡Esto es asqueroso!",¿Evidencia?
"Ha encontrado a una persona que critica públicamente el Islam y el radicalismo musulmán, ya que todos los occidentales odian el Islam.",Creo que es un estereotipo principalmente porque la gente sabe poco sobre el Islam y los musulmanes.
"El Islam pretende ser una religión, pero en realidad es solo un culto a la luna.",¿Cómo puedes decir una declaración tan ofensiva sobre una religión de 1.600 millones de personas de todas las clases sociales?
"La única lealtad real de un musulmán es a Allah (como un comentario en relación con la elección para un cargo público, etc.)",Parece que está sugiriendo que los políticos no deberían ser religiosos.
Se está produciendo una verdadera invasión islámica.,"Hablar de 'invasión islámica' supone que todas las personas que vienen son musulmanas, ¡bueno, no es así! África no es Islam."
"Necesitamos erradicar estas plagas, detener sus beneficios, vivienda gratuita, acceso a nuestro servicio nacional de salud y eliminarlos TODOS del Reino Unido, es el único idioma que entenderán.","Es una generalización, ¿no? Si no puede ver que la mayoría de los musulmanes contribuyen positivamente al Reino Unido, creo que debe hacer una búsqueda rápida en Google."
El velo islámico es la demostración del Islam político.,"El velo perturba porque es visible, ¿qué se puede decir sobre el uso de la cruz o el kipá?"
El Islam nos invadirá: es la islamización.,La convivencia lleva siglos funcionando y ha aportado mucho a Europa. Tú eres el que está intentando crear problemas.
Estamos viendo cada vez más un problema musulmán.,"¡Sí, te estás volviendo paranoico! ¡Ves demasiada televisión!"
¿Los musulmanes han contribuido alguna vez a nuestra sociedad?,El Reino Unido no podría prosperar sin el comercio internacional. El comercio con países musulmanes impulsó nuestra economía para ayudar a que Gran Bretaña sea tan fuerte como lo es hoy.
Fanáticos megalómanos. ¡No te engañes al encontrar cobardes esperándote! Bailaremos sobre tu cadáver con mucho gusto.,"Los fanáticos representan solo una pequeña parte de la población musulmana. Si investiga un poco, notará que el Islam predica la paz. Entonces, ¿por qué cometer actos de violencia contra personas inocentes?"
"Las ideas liberales están equivocadas, quieren que pensemos que el Islam es bueno pero en realidad es un culto a la guerra y la violencia.",Los musulmanes muchas veces han demostrado cuánto apoyan a otras comunidades. ¿No me suena que quieran luchar contra nosotros y empezar una guerra?
El Islam es fanatismo. Los musulmanes quieren matar a todos los que no creen en su dios.,"Solo la gente puede ser fanática, ciertamente algunos lo son, pero es solo una pequeña parte de los creyentes en esta religión, otros no son fanáticos en absoluto. Es como si dijeras que todos los italianos son mafiosos. Todos sabemos que no es así."
Los musulmanes son todos terroristas.,"Si este fuera el caso, ningún cristiano, judío o pagano podría haber vivido en tierra musulmana durante o después de la época del Profeta."
"Si aman tanto la ley Sharia, ¿por qué no se van a vivir a un país musulmán?",Porque muchos musulmanes nacieron aquí y tienen todo el derecho a vivir en este país. ¿Siguiente pregunta por favor?
"No debemos confiar en ningún musulmán, todos podrían convertirse en terroristas.","Todo musulmán es también un potencial pacificador, médico y filántropo. ¿Cuál es tu punto?"
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,¡Declaracion de guerra!
"Violación = yihad. Los musulmanes son violadores que se encuentran en todas partes del Reino Unido. Cuando no estaban aquí, no existía el problema de la violación.",¿No está sugiriendo seriamente que solo los musulmanes son violadores?
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,No tengo conocimiento de que los ciudadanos árabes (que por cierto también son cristianos) lleguen a nuestro país para controlar e imponer sus leyes: muchos practican su religión en total conformidad con las de los demás.
El último bastión que tendremos será la bomba atómica.,Le sugiero que vea lo que ha hecho la bomba atómica en Hiroshima y Nagasaki. ¿De verdad quieres que esto vuelva a suceder?
"Mire a su alrededor, la violación es yihad en el Reino Unido. Puedo recordar días en los que el Islam no estaba aquí, y ahora los violadores musulmanes están en todas partes.",¿Cuantos años tienes? ¡La primera mezquita del Reino Unido se construyó en 1889!
Fanáticos megalómanos. ¡No te engañes al encontrar cobardes esperándote! Bailaremos sobre tu cadáver con mucho gusto.,No comparto tu declaración. Los inmigrantes musulmanes que llegan a Italia buscan ayuda porque son los primeros en ser perseguidos por los verdaderos fanáticos en sus países de origen.
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,¿No eres tú el que odia a los musulmanes?
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.","Quiere decir que USTED no los quiere aquí, la mayoría de los demás sí, lo siento."
El Islam odia a las mujeres.,¡Dios nos ha ordenado respetar y honrar a la mujer porque ella es el futuro!
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.","Italia es un estado laico y, como tal, las escuelas y oficinas públicas deben estar libres de cualquier influencia religiosa. La cultura es demasiado preciosa para venderla a estos guerrilleros."
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Estás reduciendo la riqueza de esta religión a una interpretación en lugar de cuestionar si es solo a través de tus medios.
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"La diversidad debería ser un recurso, no algo que temer. De la comparación con el otro, podemos aprender mucho."
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"No hay peligro de pasar hambre durante 18.000 desembarcos al año, no se preocupe."
Las mujeres con velo no trabajan. Están encerradas en casa.,No cambiemos las tornas. Todo está prohibido para las mujeres con velo.
